# Codage des entrees de dictionnaire (organismes, antibiotiques, levures).
# Cle: category + dict_entry. status: proposed|validated.
# Codes SNOMED CT prerremplis (status=proposed) -> A VALIDER par un biologiste
# avant de passer status a validated. Un code vide = non code (a completer).
category;dict_entry;loinc;snomed;status
Bacteria;Clostridium Acetobutylicum;;;proposed
Bacteria;Clostridium Aminovalericum;;;proposed
Bacteria;Clostridium Argentinense;;;proposed
Bacteria;Clostridium Baratii;;;proposed
Bacteria;Clostridium Beijerinckii;;;proposed
Bacteria;Clostridium Botulinum;;13045009;proposed
Bacteria;Clostridium Butyricum;;;proposed
Bacteria;Clostridium Cadaveris;;;proposed
Bacteria;Clostridium Carnis;;;proposed
Bacteria;Clostridium Chauvoei;;;proposed
Bacteria;Clostridium Clostridioforme;;;proposed
Bacteria;Clostridium Difficile;;62617009;proposed
Bacteria;Clostridium Difficile Toxin Nonproducing;;;proposed
Bacteria;Clostridium Difficile Toxin Producing;;;proposed
Bacteria;Clostridium Fallax;;;proposed
Bacteria;Clostridium Ghoni;;;proposed
Bacteria;Clostridium Haemolyticum;;;proposed
Bacteria;Clostridium Hastiforme;;;proposed
Bacteria;Clostridium Histolyticum;;;proposed
Bacteria;Clostridium Indolis;;;proposed
Bacteria;Clostridium Innocuum;;;proposed
Bacteria;Clostridium Irregularis;;;proposed
Bacteria;Clostridium Limosum;;;proposed
Bacteria;Clostridium Malenominatum;;;proposed
Bacteria;Clostridium Nexile;;;proposed
Bacteria;Clostridium Novyi;;42322006;proposed
Bacteria;Clostridium Oroticum;;;proposed
Bacteria;Clostridium Paraputrificum;;;proposed
Bacteria;Clostridium Perfringens;;87628006;proposed
Bacteria;Clostridium Ramosum;;;proposed
Bacteria;Clostridium Sardiniense;;;proposed
Bacteria;Clostridium Sartagoforme;;;proposed
Bacteria;Clostridium Scatologenes;;;proposed
Bacteria;Clostridium Septicum;;58917006;proposed
Bacteria;Clostridium Sordellii;;64177002;proposed
Bacteria;Clostridium Sp;;;proposed
Bacteria;Clostridium Sphenoides;;;proposed
Bacteria;Clostridium Sporogenes;;;proposed
Bacteria;Clostridium Subterminale;;;proposed
Bacteria;Clostridium Symbiosum;;;proposed
Bacteria;Clostridium Tertium;;;proposed
Bacteria;Clostridium Tetani;;31955002;proposed
Bacteria;Collinsella Aerofaciens;;;proposed
Bacteria;Comamonas Acidovorans;;;proposed
Bacteria;Comamonas Sp;;;proposed
Bacteria;Comamonas Testosteroni;;;proposed
Bacteria;Coprococcus Sp;;;proposed
Bacteria;Corynebacterium Accolens;;;proposed
Bacteria;Corynebacterium Afermentans;;;proposed
Bacteria;Corynebacterium Amycolatum;;;proposed
Bacteria;Corynebacterium Argentoratense;;;proposed
Bacteria;Corynebacterium Aurimucosum;;;proposed
Bacteria;Corynebacterium Auris;;;proposed
Bacteria;Corynebacterium Bovis;;;proposed
Bacteria;Corynebacterium Coyleae;;;proposed
Bacteria;Corynebacterium Cystitidis;;;proposed
Bacteria;Corynebacterium Diphtheriae;;77728005;proposed
Bacteria;Corynebacterium Equi;;;proposed
Bacteria;Corynebacterium Glucuronolyticum;;;proposed
Bacteria;Corynebacterium Glutamicum;;;proposed
Bacteria;Corynebacterium Jeikeium;;;proposed
Bacteria;Corynebacterium Kutscheri;;;proposed
Bacteria;Corynebacterium Macginleyi;;;proposed
Bacteria;Corynebacterium Matruchotii;;;proposed
Bacteria;Corynebacterium Michiganense;;;proposed
Bacteria;Corynebacterium Minutissimum;;;proposed
Bacteria;Corynebacterium Mucifaciens;;;proposed
Bacteria;Corynebacterium Mycetoides;;;proposed
Bacteria;Corynebacterium Nigricans;;;proposed
Bacteria;Corynebacterium Pilosum;;;proposed
Bacteria;Corynebacterium Propinquum;;;proposed
Bacteria;Corynebacterium Pseudodiphtheriticum;;;proposed
Bacteria;Corynebacterium Pseudotuberculosis;;;proposed
Bacteria;Corynebacterium Pyogenes;;;proposed
Bacteria;Corynebacterium Renale;;;proposed
Bacteria;Corynebacterium Sp;;;proposed
Bacteria;Corynebacterium Sp Diphtheroids;;;proposed
Bacteria;Corynebacterium Striatum;;;proposed
Bacteria;Corynebacterium Ulcerans;;;proposed
Bacteria;Corynebacterium Urealyticum;;;proposed
Bacteria;Corynebacterium Xerosis;;;proposed
Bacteria;Cosenzaea Myxofaciens;;;proposed
Bacteria;Cowdria Ruminantium;;;proposed
Bacteria;Coxiella Burnetii;;18142006;proposed
Bacteria;Coxiella Sp;;;proposed
Bacteria;Cristispira Sp;;;proposed
Bacteria;Cronobacter Sakazakii;;447816004;proposed
Bacteria;Cronobacter Sp;;;proposed
Bacteria;Cupriavidus Pauculus;;;proposed
Bacteria;Cutibacterium Acnes;;;proposed
Bacteria;Cutibacterium Sp;;;proposed
Bacteria;Deinococcus Sp;;;proposed
Bacteria;Delftia Acidovorans;;;proposed
Bacteria;Delftia Sp;;;proposed
Bacteria;Dermabacter Hominis;;;proposed
Bacteria;Dermabacter Sp;;;proposed
Bacteria;Dermacoccus Nishinomiyaensis;;;proposed
Bacteria;Dermacoccus Sp;;;proposed
Bacteria;Dermatophilus Congolensis;;;proposed
Bacteria;Dermatophilus Sp;;;proposed
Bacteria;Desulfobacter Sp;;;proposed
Bacteria;Desulfobulbus Sp;;;proposed
Bacteria;Desulfococcus Sp;;;proposed
Bacteria;Desulfomonas Pigra;;;proposed
Bacteria;Desulfomonas Sp;;;proposed
Bacteria;Desulfosarcina Sp;;;proposed
Bacteria;Desulfovibrio;;;proposed
Bacteria;Desulfovibrio Desulfuricans Ss Aestuarii;;;proposed
Bacteria;Desulfovibrio Desulfuricans Ss Desulfuricans;;;proposed
Bacteria;Desulfovibrio Piger;;;proposed
Bacteria;Dialister Pneumosintes;;;proposed
Bacteria;Dialister Sp;;;proposed
Bacteria;Dichelobacter Nodosus;;;proposed
Bacteria;Dichelobacter Sp;;;proposed
Bacteria;Dysgonomonas Capnocytophagoides;;;proposed
Bacteria;Edwardsiella Anguillarum;;;proposed
Bacteria;Edwardsiella Hoshinae;;;proposed
Bacteria;Edwardsiella Ictaluri;;;proposed
Bacteria;Edwardsiella Piscicida;;;proposed
Bacteria;Edwardsiella Tarda;;38254008;proposed
Bacteria;Eggerthella Lenta;;;proposed
Bacteria;Eggerthella Sp;;;proposed
Bacteria;Eikenella Corrodens;;48252008;proposed
Bacteria;Eikenella Sp;;;proposed
Bacteria;Elizabethkingia Anophelis;;;proposed
Bacteria;Elizabethkingia Meningoseptica;;;proposed
Bacteria;Elizabethkingia Sp;;;proposed
Bacteria;Empedobacter Brevis;;;proposed
Bacteria;Empedobacter Sp;;;proposed
Bacteria;Enterobacter Agglomerans;;;proposed
Bacteria;Enterobacter Sp;;;proposed
Bacteria;Enterobacter spp.;;;proposed
Bacteria;Enterococcus Avium;;53309006;proposed
Bacteria;Enterococcus Cecorum;;;proposed
Bacteria;Enterococcus Columbae;;;proposed
Bacteria;Enterococcus Dispar;;;proposed
Bacteria;Enterococcus Durans;;113010005;proposed
Bacteria;Enterococcus faecalis;;78065002;proposed
Bacteria;Enterococcus Faecalis;;78065002;proposed
Bacteria;Enterococcus Faecium;;90272000;proposed
Bacteria;Enterococcus Gallinarum;;58335001;proposed
Bacteria;Enterococcus Hirae;;;proposed
Bacteria;Enterococcus Saccharolyticus;;;proposed
Bacteria;Erysipelothrix Rhusiopathiae;;50528008;proposed
Bacteria;Erysipelothrix Tonsillarum;;;proposed
Bacteria;Escherichia Albertii;;;proposed
Bacteria;Escherichia coli;;112283007;proposed
Bacteria;Escherichia Coli;;112283007;proposed
Bacteria;Escherichia Fergusonii;;;proposed
Bacteria;Escherichia Hermannii;;;proposed
Bacteria;Escherichia Vulneris;;;proposed
Bacteria;Eubacterium Aerofaciens;;;proposed
Bacteria;Eubacterium Alactolyticum;;;proposed
Bacteria;Eubacterium Brachy;;;proposed
Bacteria;Eubacterium Combesii;;;proposed
Bacteria;Eubacterium Contortum;;;proposed
Bacteria;Eubacterium Cylindroides;;;proposed
Bacteria;Eubacterium Lentum;;;proposed
Bacteria;Eubacterium Limosum;;;proposed
Bacteria;Eubacterium Moniliforme;;;proposed
Bacteria;Eubacterium Nitritogenes;;;proposed
Bacteria;Eubacterium Nodatum;;;proposed
Bacteria;Eubacterium Rectale;;;proposed
Bacteria;Eubacterium Saburreum;;;proposed
Bacteria;Eubacterium Saphenum;;;proposed
Bacteria;Eubacterium Schtitka;;;proposed
Bacteria;Eubacterium Sp;;;proposed
Bacteria;Eubacterium Sulci;;;proposed
Bacteria;Eubacterium Tenue;;;proposed
Bacteria;Eubacterium Timidum;;;proposed
Bacteria;Eubacterium Yurii Ss Margaretiae;;;proposed
Bacteria;Eubacterium Yurii Ss Schtitka;;;proposed
Bacteria;Eubacterium Yurii Ss Yurii;;;proposed
Bacteria;Ewingella Americana;;;proposed
Bacteria;Ewingella Sp;;;proposed
Bacteria;Exiguobacterium Acetylicum;;;proposed
Bacteria;Exiguobacterium Sp;;;proposed
Bacteria;Faecalibacterium Prausnitzii;;;proposed
Bacteria;Fibrobacter Sp;;;proposed
Bacteria;Filifactor Alocis;;;proposed
Bacteria;Filifactor Sp;;;proposed
Bacteria;Filifactor Villosus;;;proposed
Bacteria;Finegoldia Magna;;;proposed
Bacteria;Globicatella Sp;;;proposed
Bacteria;Gordonia Aichiensis;;;proposed
Bacteria;Gordonia Bronchialis;;;proposed
Bacteria;Gordonia Rubripertincta;;;proposed
Bacteria;Gordonia Rubropertinctus;;;proposed
Bacteria;Gordonia Sp;;;proposed
Bacteria;Gordonia Sputi;;;proposed
Bacteria;Gordonia Terrae;;;proposed
Bacteria;Granulicatella Adiacens;;;proposed
Bacteria;Granulicatella Sp;;;proposed
Bacteria;Grimontia Hollisae;;;proposed
Bacteria;Haemobartonella Canis;;;proposed
Bacteria;Haemobartonella Felis;;;proposed
Bacteria;Haemophilus Actinomycetemcomitans;;;proposed
Bacteria;Haemophilus Aegyptius;;;proposed
Bacteria;Haemophilus Aphrophilus;;;proposed
Bacteria;Haemophilus Avium;;;proposed
Bacteria;Haemophilus Ducreyi;;39833004;proposed
Bacteria;Haemophilus Equigenitalis;;;proposed
Bacteria;Haemophilus Haemoglobinophilus;;;proposed
Bacteria;Haemophilus Haemolyticus;;;proposed
Bacteria;Haemophilus influenzae;;44470000;proposed
Bacteria;Haemophilus Influenzae;;44470000;proposed
Bacteria;Haemophilus Influenzae Not Typable;;;proposed
Bacteria;Haemophilus Influenzae Not Type B;;;proposed
Bacteria;Haemophilus Influenzae Type B;;;proposed
Bacteria;Haemophilus Paracuniculus;;;proposed
Bacteria;Haemophilus Paragallinarum;;;proposed
Bacteria;Haemophilus Parahaemolyticus;;;proposed
Bacteria;Haemophilus Parainfluenzae;;32694009;proposed
Bacteria;Haemophilus Paraphrohaemolyticus;;;proposed
Bacteria;Haemophilus Paraphrophilus;;;proposed
Bacteria;Haemophilus Parasuis;;;proposed
Bacteria;Haemophilus Pleuropneumoniae;;;proposed
Bacteria;Haemophilus Sp;;;proposed
Bacteria;Haemophilus Vaginalis;;42360000;proposed
Bacteria;Hafnia Alvei;;50626004;proposed
Bacteria;Hafnia Paralvei;;;proposed
Bacteria;Hafnia Sp;;;proposed
Bacteria;Hallella Seregens;;;proposed
Bacteria;Hallella Sp;;;proposed
Bacteria;Hathewaya Limosa;;;proposed
Bacteria;Hathewaya Sp;;;proposed
Bacteria;Helcococcus Kunzii;;;proposed
Bacteria;Helcococcus Sp;;;proposed
Bacteria;Helicobacter Cinaedi Clo1;;;proposed
Bacteria;Helicobacter Felis;;;proposed
Bacteria;Helicobacter Fennelliae Clo2;;;proposed
Bacteria;Helicobacter Mustelae;;;proposed
Bacteria;Helicobacter Nemestrinae;;;proposed
Bacteria;Helicobacter Pullorum;;;proposed
Bacteria;Helicobacter Pylori;;75330002;proposed
Bacteria;Helicobacter Sp;;;proposed
Bacteria;Herbaspirillum Sp;;;proposed
Bacteria;Histophilus Ovis;;;proposed
Bacteria;Histophilus Somni;;;proposed
Bacteria;Histophilus Sp;;;proposed
Bacteria;Ilyobacter Sp;;;proposed
Bacteria;Johnsonella Ignava;;;proposed
Bacteria;Johnsonella Sp;;;proposed
Bacteria;Kingella Denitrificans;;;proposed
Bacteria;Kingella Indologenes;;;proposed
Bacteria;Kingella Kingae;;54097007;proposed
Bacteria;Kingella Oralis;;;proposed
Bacteria;Kingella Sp;;;proposed
Bacteria;Klebsiella Aerogenes;;29307009;proposed
Bacteria;Klebsiella Granulomatis Lympho Granul;;;proposed
Bacteria;Klebsiella Mobilis;;;proposed
Bacteria;Klebsiella Ornithinolytica;;;proposed
Bacteria;Klebsiella Oxytoca;;58900005;proposed
Bacteria;Klebsiella Ozaenae;;;proposed
Bacteria;Klebsiella pneumoniae;;56415008;proposed
Bacteria;Klebsiella Pneumoniae;;56415008;proposed
Bacteria;Klebsiella Pneumoniae Ss Ozaenae;;;proposed
Bacteria;Klebsiella Pneumoniae Ss Pneumoniae;;;proposed
Bacteria;Klebsiella Pneumoniae Ss Rhinoscleromatis;;;proposed
Bacteria;Klebsiella Quasipneumoniae;;;proposed
Bacteria;Klebsiella Rhinoscleromatis;;47624003;proposed
Bacteria;Klebsiella Sp;;;proposed
Bacteria;Klebsiella Terrigena;;;proposed
Bacteria;Klebsiella Trevisanii;;;proposed
Bacteria;Klebsiella Variicola;;;proposed
Bacteria;Kluyvera Ascorbata;;;proposed
Bacteria;Kluyvera Cryocrescens;;;proposed
Bacteria;Kluyvera Intermedia;;;proposed
Bacteria;Kluyvera Sp;;;proposed
Bacteria;Kocuria Kristinae;;;proposed
Bacteria;Kocuria Rosea;;;proposed
Bacteria;Kocuria Sp;;;proposed
Bacteria;Kocuria Varians;;;proposed
Bacteria;Koserella Sp;;;proposed
Bacteria;Koserella Trabulsii;;;proposed
Bacteria;Kurthia Sp;;;proposed
Bacteria;Lactobacillus Acidophilus;;;proposed
Bacteria;Lactobacillus Amylovorus;;;proposed
Bacteria;Lactobacillus Brevis;;;proposed
Bacteria;Lactobacillus Casei;;;proposed
Bacteria;Lactobacillus Catenaformis;;;proposed
Bacteria;Lactobacillus Cellobiosus;;;proposed
Bacteria;Lactobacillus Confusus;;;proposed
Bacteria;Lactobacillus Crispatus;;;proposed
Bacteria;Lactobacillus Dextrinicus;;;proposed
Bacteria;Lactobacillus Fermentum;;;proposed
Bacteria;Lactobacillus Gasseri;;;proposed
Bacteria;Lactobacillus Jensenii;;;proposed
Bacteria;Lactobacillus Johnsonii;;;proposed
Bacteria;Lactobacillus Minutus;;;proposed
Bacteria;Lactobacillus Oris;;;proposed
Bacteria;Lactobacillus Plantarum;;;proposed
Bacteria;Lactobacillus Reuteri;;;proposed
Bacteria;Lactobacillus Rhamnosus;;;proposed
Bacteria;Lactobacillus Rimae;;;proposed
Bacteria;Lactobacillus Salivarius;;;proposed
Bacteria;Lactobacillus Salivarius Ss Salivarius;;;proposed
Bacteria;Lactobacillus Sp;;;proposed
Bacteria;Lactobacillus Uli;;;proposed
Bacteria;Lactobacillus Vaginalis;;;proposed
Bacteria;Lactococcus Garvieae;;;proposed
Bacteria;Lactococcus Garvieae Ss Garvieae;;;proposed
Bacteria;Lactococcus Lactis;;;proposed
Bacteria;Lactococcus Lactis Ss Cremoris;;;proposed
Bacteria;Lactococcus Lactis Ss Lactis;;;proposed
Bacteria;Lactococcus Sp;;;proposed
Bacteria;Lawsonia Intracellularis;;;proposed
Bacteria;Leclercia Adecarboxylata;;;proposed
Bacteria;Leclercia Sp;;;proposed
Bacteria;Legionella Anisa;;;proposed
Bacteria;Legionella Birminghamensis;;;proposed
Bacteria;Legionella Bozemanii;;;proposed
Bacteria;Legionella Brunensis;;;proposed
Bacteria;Legionella Cherrii;;;proposed
Bacteria;Legionella Cincinnatiensis;;;proposed
Bacteria;Legionella Dumoffii;;;proposed
Bacteria;Legionella Erythra;;;proposed
Bacteria;Legionella Geestiana;;;proposed
Bacteria;Legionella Gormanii;;;proposed
Bacteria;Legionella Hackeliae;;;proposed
Bacteria;Legionella Israelensis;;;proposed
Bacteria;Legionella Jamestowniensis;;;proposed
Bacteria;Legionella Jordanis;;;proposed
Bacteria;Legionella Lansingensis;;;proposed
Bacteria;Legionella Longbeachae;;;proposed
Bacteria;Legionella Maceachernii;;;proposed
Bacteria;Legionella Micdadei;;;proposed
Bacteria;Legionella Moravica;;;proposed
Bacteria;Legionella Nautarum;;;proposed
Bacteria;Legionella Oakridgensis;;;proposed
Bacteria;Legionella Parisiensis;;;proposed
Bacteria;Legionella Pneumophila;;80323003;proposed
Bacteria;Legionella Pneumophila Ss Fraseri;;;proposed
Bacteria;Legionella Pneumophila Ss Pascullei;;;proposed
Bacteria;Legionella Pneumophila Ss Pneumophila;;;proposed
Bacteria;Legionella Quateirensis;;;proposed
Bacteria;Legionella Quinlivanii;;;proposed
Bacteria;Legionella Rubrilucens;;;proposed
Bacteria;Legionella Sainthelensi;;;proposed
Bacteria;Legionella Santicrucis;;;proposed
Bacteria;Legionella Shakespearei;;;proposed
Bacteria;Legionella Sp;;;proposed
Bacteria;Legionella Spiritensis;;;proposed
Bacteria;Legionella Steigerwaltii;;;proposed
Bacteria;Legionella Tucsonensis;;;proposed
Bacteria;Legionella Wadsworthii;;;proposed
Bacteria;Legionella Worsleiensis;;;proposed
Bacteria;Leifsonia Aquatica;;;proposed
Bacteria;Leifsonia Sp;;;proposed
Bacteria;Leminorella Grimontii;;;proposed
Bacteria;Leminorella Richardii;;;proposed
Bacteria;Leminorella Sp;;;proposed
Bacteria;Leptospira Borgpetersenii;;;proposed
Bacteria;Leptospira Inadai;;;proposed
Bacteria;Leptospira Interrogans;;81068000;proposed
Bacteria;Leptospira Kirschneri;;;proposed
Bacteria;Leptospira Noguchii;;;proposed
Bacteria;Leptospira Santarosai;;;proposed
Bacteria;Leptospira Sp;;;proposed
Bacteria;Leptospira Weilii;;;proposed
Bacteria;Leptotrichia Buccalis;;;proposed
Bacteria;Leptotrichia Sp;;;proposed
Bacteria;Leuconostoc Citreum;;;proposed
Bacteria;Leuconostoc Cremoris;;;proposed
Bacteria;Leuconostoc Dextranicum;;;proposed
Bacteria;Leuconostoc Lactis;;;proposed
Bacteria;Leuconostoc Mesenteroides;;;proposed
Bacteria;Leuconostoc Mesenteroides Ss Cremoris;;;proposed
Bacteria;Leuconostoc Mesenteroides Ss Dextranicum;;;proposed
Bacteria;Leuconostoc Mesenteroides Ss Mesenteroides;;;proposed
Bacteria;Leuconostoc Oenos;;;proposed
Bacteria;Leuconostoc Pseudomesenteroides;;;proposed
Bacteria;Leuconostoc Sp;;;proposed
Bacteria;Listeria Grayi;;;proposed
Bacteria;Listeria Innocua;;;proposed
Bacteria;Listeria Ivanovii;;;proposed
Bacteria;Listeria Monocytogenes;;39371004;proposed
Bacteria;Listeria Murrayi;;;proposed
Bacteria;Listeria Seeligeri;;;proposed
Bacteria;Listeria Sp;;;proposed
Bacteria;Listeria Welshimeri;;;proposed
Bacteria;Listonella Anguillarum;;;proposed
Bacteria;Listonella Damsela;;;proposed
Bacteria;Listonella Pelagia;;;proposed
Bacteria;Listonella Sp;;;proposed
Bacteria;Lysinibacillus Sphaericus;;;proposed
Bacteria;Lysinibacillus Sphaericus Var Sphaericus;;;proposed
Bacteria;Macrococcus Caseolyticus;;;proposed
Bacteria;Macrococcus Sp;;;proposed
Bacteria;Mannheimia Haemolytica;;;proposed
Bacteria;Mannheimia Sp;;;proposed
Bacteria;Mannheimia Varigena;;;proposed
Bacteria;Megamonas Hypermegale;;;proposed
Bacteria;Megamonas Hypermegas;;;proposed
Bacteria;Megamonas Sp;;;proposed
Bacteria;Megasphaera Elsdenii;;;proposed
Bacteria;Megasphaera Sp;;;proposed
Bacteria;Melissococcus Plutonius;;;proposed
Bacteria;Melissococcus Sp;;;proposed
Bacteria;Methylobacterium Extorquens;;;proposed
Bacteria;Methylobacterium Mesophilicum;;;proposed
Bacteria;Methylobacterium Sp;;;proposed
Bacteria;Microbacterium Arborescens;;;proposed
Bacteria;Microbacterium Imperiale;;;proposed
Bacteria;Microbacterium Liquefaciens;;;proposed
Bacteria;Microbacterium Oxydans;;;proposed
Bacteria;Microbacterium Sp;;;proposed
Bacteria;Micrococcus Kristinae;;;proposed
Bacteria;Micrococcus Luteus;;;proposed
Bacteria;Micrococcus Roseus;;;proposed
Bacteria;Micrococcus Sp;;;proposed
Bacteria;Micrococcus Varians;;;proposed
Bacteria;Micropolyspora Faeni;;;proposed
Bacteria;Micropolyspora Rectivirgula;;;proposed
Bacteria;Mycobacterium Intracellulare Ss Chimaera;;;proposed
Bacteria;Mycobacterium Kansasii;;15992009;proposed
Bacteria;Mycobacterium Komossense;;;proposed
Bacteria;Mycobacterium Lentiflavum;;;proposed
Bacteria;Mycobacterium Leprae;;30410003;proposed
Bacteria;Mycobacterium Lepraemurium;;;proposed
Bacteria;Mycobacterium Malmoense;;;proposed
Bacteria;Mycobacterium Marinum;;18446004;proposed
Bacteria;Mycobacterium Microti;;;proposed
Bacteria;Mycobacterium Mucogenicum;;;proposed
Bacteria;Mycobacterium Neoaurum;;;proposed
Bacteria;Mycobacterium Nonchromogenicum;;;proposed
Bacteria;Mycobacterium Obuense;;;proposed
Bacteria;Mycobacterium Orygis;;;proposed
Bacteria;Mycobacterium Parafortuitum;;;proposed
Bacteria;Mycobacterium Paratuberculosis;;;proposed
Bacteria;Mycobacterium Peregrinum;;;proposed
Bacteria;Mycobacterium Phlei;;;proposed
Bacteria;Mycobacterium Pinnipedii;;;proposed
Bacteria;Mycobacterium Porcinum;;;proposed
Bacteria;Mycobacterium Rhodesiae;;;proposed
Bacteria;Mycobacterium Scrofulaceum;;;proposed
Bacteria;Mycobacterium Senegalense;;;proposed
Bacteria;Mycobacterium Shimoidei;;;proposed
Bacteria;Mycobacterium Simiae;;;proposed
Bacteria;Mycobacterium Smegmatis;;;proposed
Bacteria;Mycobacterium Sphagni;;;proposed
Bacteria;Mycobacterium Suricattae;;;proposed
Bacteria;Mycobacterium Szulgai;;;proposed
Bacteria;Mycobacterium Terrae;;;proposed
Bacteria;Mycobacterium Thermoresistibile;;;proposed
Bacteria;Mycobacterium Tokaiense;;;proposed
Bacteria;Mycobacterium Triviale;;;proposed
Bacteria;Mycobacterium Tuberculosis;;113858008;proposed
Bacteria;Mycobacterium Ulcerans;;;proposed
Bacteria;Mycobacterium Vaccae;;;proposed
Bacteria;Mycobacterium Xenopi;;;proposed
Bacteria;Mycoplasma Agalactiae;;;proposed
Bacteria;Mycoplasma Arginini;;;proposed
Bacteria;Mycoplasma Bovis;;;proposed
Bacteria;Mycoplasma Buccale;;;proposed
Bacteria;Mycoplasma Capricolum;;;proposed
Bacteria;Mycoplasma Capricolum Ss Capricolum;;;proposed
Bacteria;Mycoplasma Conjunctivae;;;proposed
Bacteria;Mycoplasma Dispar;;;proposed
Bacteria;Mycoplasma Faucium;;;proposed
Bacteria;Mycoplasma Fermentans;;;proposed
Bacteria;Mycoplasma Gallisepticum;;;proposed
Bacteria;Mycoplasma Genitalium;;;proposed
Bacteria;Mycoplasma Haemocanis;;;proposed
Bacteria;Mycoplasma Haemofelis;;;proposed
Bacteria;Mycoplasma Haemosuis;;;proposed
Bacteria;Mycoplasma Hominis;;57718002;proposed
Bacteria;Mycoplasma Hyopneumoniae;;;proposed
Bacteria;Mycoplasma Hyorhinis;;;proposed
Bacteria;Mycoplasma Hyosynoviae;;;proposed
Bacteria;Mycoplasma Iowae;;;proposed
Bacteria;Mycoplasma Lipophilum;;;proposed
Bacteria;Mycoplasma Meleagridis;;;proposed
Bacteria;Mycoplasma Mycoides Ss Mycoides;;;proposed
Bacteria;Mycoplasma Orale;;;proposed
Bacteria;Mycoplasma Ovipneumoniae;;;proposed
Bacteria;Mycoplasma Penetrans;;;proposed
Bacteria;Mycoplasma Pneumoniae;;58436008;proposed
Bacteria;Mycoplasma Primatum;;;proposed
Bacteria;Mycoplasma Putrefaciens;;;proposed
Bacteria;Mycoplasma Salivarium;;;proposed
Bacteria;Mycoplasma Sp;;;proposed
Bacteria;Mycoplasma Spermatophilum;;;proposed
Bacteria;Mycoplasma Suis;;;proposed
Bacteria;Mycoplasma Synoviae;;;proposed
Bacteria;Mycoplasmoides Gallisepticum;;;proposed
Bacteria;Myroides Odoratus;;;proposed
Bacteria;Myroides Sp;;;proposed
Bacteria;Neisseria Canis;;;proposed
Bacteria;Neisseria Cinerea;;;proposed
Bacteria;Neisseria Denitrificans;;;proposed
Bacteria;Neisseria Elongata;;;proposed
Bacteria;Neisseria Elongata Ss Elongata;;;proposed
Bacteria;Neisseria Elongata Ss Glycolytica;;;proposed
Bacteria;Neisseria Elongata Ss Nitroreducens;;;proposed
Bacteria;Neisseria Flavescens;;;proposed
Bacteria;Neisseria gonorrhoeae;;68704007;proposed
Bacteria;Neisseria Gonorrhoeae;;68704007;proposed
Bacteria;Neisseria Lactamica;;;proposed
Bacteria;Neisseria Meningitidis;;36989005;proposed
Bacteria;Neisseria Meningitidis Other Serogroups;;;proposed
Bacteria;Neisseria Meningitidis Serogroup A;;;proposed
Bacteria;Neisseria Meningitidis Serogroup B;;;proposed
Bacteria;Neisseria Meningitidis Serogroup C;;;proposed
Bacteria;Neisseria Meningitidis Serogroup W135;;;proposed
Bacteria;Neisseria Meningitidis Serogroup Y;;;proposed
Bacteria;Neisseria Mucosa;;;proposed
Bacteria;Neisseria Polysaccharea;;;proposed
Bacteria;Neisseria Sicca;;;proposed
Bacteria;Neisseria Sp;;;proposed
Bacteria;Neisseria Subflava;;;proposed
Bacteria;Neisseria Weaveri;;;proposed
Bacteria;Neorickettsia Sennetsu;;;proposed
Bacteria;Nocardia Abscessus;;;proposed
Bacteria;Nocardia Asteroides;;40947005;proposed
Bacteria;Nocardia Brasiliensis;;42423007;proposed
Bacteria;Nocardia Carnea;;;proposed
Bacteria;Nocardia Coeliaca;;;proposed
Bacteria;Nocardia Crassostreae;;;proposed
Bacteria;Nocardia Cyriacigeorgica;;;proposed
Bacteria;Nocardia Farcinica;;;proposed
Bacteria;Nocardia Nova;;;proposed
Bacteria;Nocardia Otitidiscaviarum;;;proposed
Bacteria;Nocardia Pseudobrasiliensis;;;proposed
Bacteria;Nocardia Seriolae;;;proposed
Bacteria;Nocardia Sp;;;proposed
Bacteria;Nocardia Transvalensis;;;proposed
Bacteria;Nocardiopsis Dassonvillei;;;proposed
Bacteria;Nocardiopsis Sp;;;proposed
Bacteria;Ochrobactrum Anthropi;;;proposed
Bacteria;Ochrobactrum Sp;;;proposed
Bacteria;Odoribacter Splanchnicus;;;proposed
Bacteria;Oenococcus Oeni;;;proposed
Bacteria;Oenococcus Sp;;;proposed
Bacteria;Oerskovia Sp;;;proposed
Bacteria;Oerskovia Turbata;;;proposed
Bacteria;Oerskovia Xanthineolytica;;;proposed
Bacteria;Oligella Sp;;;proposed
Bacteria;Oligella Ureolytica;;;proposed
Bacteria;Oligella Urethralis;;;proposed
Bacteria;Olsenella Uli;;;proposed
Bacteria;Oribaculum Catoniae;;;proposed
Bacteria;Oribaculum Sp;;;proposed
Bacteria;Orientia Sp;;;proposed
Bacteria;Orientia Tsutsugamushi;;;proposed
Bacteria;Ornithobacterium Rhinotracheale;;;proposed
Bacteria;Ornithobacterium Sp;;;proposed
Bacteria;Paenibacillus Alvei;;;proposed
Bacteria;Paenibacillus Larvae;;;proposed
Bacteria;Paenibacillus Macerans;;;proposed
Bacteria;Paenibacillus Polymyxa;;;proposed
Bacteria;Paenibacillus Sp;;;proposed
Bacteria;Pandoraea Sp;;;proposed
Bacteria;Pantoea Agglomerans;;;proposed
Bacteria;Pantoea Sp;;;proposed
Bacteria;Parabacteroides Distasonis;;;proposed
Bacteria;Parabacteroides Merdae;;;proposed
